post_id,username,post_date,caption,media_type,slide_count,like_count,comment_count,view_count,unique_viewers,saved_count,share_count,link_clicks,impression_count,hashtags_list,hashtags_count,hashtags,mentions,caption_entities,sentiment_score_caption,channel,crawled_at
POST_1220,vinfast.official,2025-03-02,This is a sample caption for post 1220,image,1,8845,112,48384,32315,8,169,96,57084,"['#vinfast', '#mobility']",2,#vinfast #mobility,@evcommunity @vinfast,{},-0.55,TikTok,2025-04-25 07:44:23.992481
POST_1221,vinfast.official,2025-03-02,This is a sample caption for post 1221,image,2,6384,267,39079,24922,21,28,38,43843,"['#mobility', '#electricvehicle', '#greenfuture', '#ev']",4,#mobility #electricvehicle #greenfuture #ev,@vinfast @vf9,{},0.99,TikTok,2025-04-25 07:44:23.992504
POST_1222,vinfastglobal,2025-03-03,This is a sample caption for post 1222,image,7,413,126,15201,12574,38,113,93,15560,"['#vinfast', '#greenfuture']",2,#vinfast #greenfuture,@evcommunity @vinfast,{},-0.25,TikTok,2025-04-25 07:44:23.992521
POST_1223,vinfastglobal,2025-03-03,This is a sample caption for post 1223,carousel,1,1871,344,1793,935,34,218,56,8023,['#electricvehicle'],1,#electricvehicle,@vf9,{},0.4,Instagram,2025-04-25 07:44:23.992544
POST_1224,vinfastglobal,2025-03-03,This is a sample caption for post 1224,video,7,1754,349,34598,21502,160,75,53,36316,['#greenfuture'],1,#greenfuture,,{},0.57,TikTok,2025-04-25 07:44:23.992559
POST_1225,vinfastglobal,2025-03-03,This is a sample caption for post 1225,carousel,4,4408,435,34784,32624,96,214,37,37411,['#electricvehicle'],1,#electricvehicle,@vinfast,{},0.38,TikTok,2025-04-25 07:44:23.992591
POST_1226,vinfast.official,2025-03-03,This is a sample caption for post 1226,image,1,308,353,6332,5750,151,257,19,7807,['#mobility'],1,#mobility,@vinfast @vf9,{},0.29,TikTok,2025-04-25 07:44:23.992605
POST_1227,vinfast.official,2025-03-03,This is a sample caption for post 1227,video,8,920,61,11949,10674,79,189,86,17072,"['#mobility', '#vinfast', '#electricvehicle', '#car']",4,#mobility #vinfast #electricvehicle #car,,{},0.7,Instagram,2025-04-25 07:44:23.992619
POST_1228,vinfast.official,2025-03-03,This is a sample caption for post 1228,video,8,4495,459,48542,26301,92,98,14,55108,"['#car', '#greenfuture', '#mobility', '#electricvehicle']",4,#car #greenfuture #mobility #electricvehicle,@vf9,{},0.3,Instagram,2025-04-25 07:44:23.992633
POST_1229,vinfastglobal,2025-03-04,This is a sample caption for post 1229,carousel,1,2711,63,27764,25266,128,296,86,34942,"['#electricvehicle', '#car']",2,#electricvehicle #car,@evcommunity,{},-0.94,Instagram,2025-04-25 07:44:23.992648
POST_1230,vinfast.official,2025-03-04,This is a sample caption for post 1230,video,2,6838,235,3512,1856,172,165,1,12110,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,@evcommunity @vinfast,{},-0.13,Instagram,2025-04-25 07:44:23.992662
POST_1231,vinfast.official,2025-03-04,This is a sample caption for post 1231,video,7,2535,439,37091,33434,161,32,1,39662,"['#car', '#ev', '#vinfast', '#electricvehicle']",4,#car #ev #vinfast #electricvehicle,@vinfast,{},-0.34,TikTok,2025-04-25 07:44:23.992676
POST_1232,vinfastglobal,2025-03-04,This is a sample caption for post 1232,carousel,4,9119,339,25314,17250,65,45,58,32591,"['#vinfast', '#car', '#electricvehicle', '#ev']",4,#vinfast #car #electricvehicle #ev,,{},0.96,Instagram,2025-04-25 07:44:23.992689
POST_1233,vinfastglobal,2025-03-04,This is a sample caption for post 1233,video,7,687,295,36485,18245,28,160,65,45698,"['#mobility', '#car']",2,#mobility #car,@vf9,{},0.65,Instagram,2025-04-25 07:44:23.992703
POST_1234,vinfast.official,2025-03-05,This is a sample caption for post 1234,carousel,10,9929,252,47466,37769,188,236,14,49062,"['#vinfast', '#greenfuture']",2,#vinfast #greenfuture,@evcommunity,{},0.93,TikTok,2025-04-25 07:44:23.992717
POST_1235,vinfast.official,2025-03-05,This is a sample caption for post 1235,carousel,2,850,469,11258,8123,188,214,13,15424,"['#ev', '#vinfast']",2,#ev #vinfast,@vinfast,{},-0.09,Instagram,2025-04-25 07:44:23.992730
POST_1236,vinfast.official,2025-03-05,This is a sample caption for post 1236,image,7,861,484,42000,36828,155,68,98,49381,"['#mobility', '#electricvehicle', '#ev', '#car']",4,#mobility #electricvehicle #ev #car,,{},0.06,Instagram,2025-04-25 07:44:23.992744
POST_1237,vinfast.official,2025-03-05,This is a sample caption for post 1237,carousel,8,8428,409,12113,9827,49,70,13,18460,"['#electricvehicle', '#car', '#mobility']",3,#electricvehicle #car #mobility,@evcommunity @vinfast,{},-0.45,TikTok,2025-04-25 07:44:23.992758
POST_1238,vinfast.official,2025-03-05,This is a sample caption for post 1238,video,3,2363,221,39987,32589,196,267,38,48962,"['#mobility', '#electricvehicle', '#ev']",3,#mobility #electricvehicle #ev,,{},-0.58,TikTok,2025-04-25 07:44:23.992781
POST_1239,vinfast.official,2025-03-05,This is a sample caption for post 1239,carousel,3,3013,267,36052,29290,87,64,97,41823,"['#electricvehicle', '#mobility', '#car', '#greenfuture']",4,#electricvehicle #mobility #car #greenfuture,@evcommunity @vf9,{},0.75,TikTok,2025-04-25 07:44:23.992802
POST_1240,vinfastglobal,2025-03-05,This is a sample caption for post 1240,carousel,2,514,205,10024,5251,19,107,34,12660,"['#mobility', '#greenfuture', '#ev']",3,#mobility #greenfuture #ev,,{},0.38,TikTok,2025-04-25 07:44:23.992815
POST_1241,vinfastglobal,2025-03-05,This is a sample caption for post 1241,carousel,1,5976,426,30161,16471,177,292,28,39356,"['#ev', '#electricvehicle', '#greenfuture', '#car']",4,#ev #electricvehicle #greenfuture #car,@vinfast @vf9,{},-0.22,TikTok,2025-04-25 07:44:23.992829
POST_1242,vinfastglobal,2025-03-06,This is a sample caption for post 1242,image,5,3427,327,29536,25799,167,193,96,39176,"['#mobility', '#ev']",2,#mobility #ev,@vf9,{},-0.65,Instagram,2025-04-25 07:44:23.992844
POST_1243,vinfastglobal,2025-03-06,This is a sample caption for post 1243,image,9,2055,203,3163,2191,147,140,16,5799,"['#vinfast', '#greenfuture', '#car']",3,#vinfast #greenfuture #car,@vinfast @evcommunity,{},-0.69,TikTok,2025-04-25 07:44:23.992858
POST_1244,vinfastglobal,2025-03-06,This is a sample caption for post 1244,carousel,10,5034,261,38030,28430,23,167,67,41633,"['#electricvehicle', '#vinfast']",2,#electricvehicle #vinfast,@vinfast @vf9,{},0.09,TikTok,2025-04-25 07:44:23.992872
POST_1245,vinfastglobal,2025-03-06,This is a sample caption for post 1245,video,4,3595,349,22250,14439,80,116,96,30941,"['#electricvehicle', '#vinfast', '#mobility', '#greenfuture']",4,#electricvehicle #vinfast #mobility #greenfuture,@vf9,{},-0.52,Instagram,2025-04-25 07:44:23.992886
POST_1246,vinfastglobal,2025-03-06,This is a sample caption for post 1246,carousel,6,6348,478,7930,5341,143,149,3,16398,"['#electricvehicle', '#mobility', '#car']",3,#electricvehicle #mobility #car,@vinfast,{},-0.41,Instagram,2025-04-25 07:44:23.992899
POST_1247,vinfast.official,2025-03-06,This is a sample caption for post 1247,carousel,2,1672,95,35756,26457,165,38,26,39248,"['#vinfast', '#ev', '#car', '#greenfuture']",4,#vinfast #ev #car #greenfuture,,{},0.49,Instagram,2025-04-25 07:44:23.992914
POST_1248,vinfastglobal,2025-03-06,This is a sample caption for post 1248,video,6,720,54,5300,2779,69,290,9,14720,"['#greenfuture', '#car']",2,#greenfuture #car,@vf9,{},0.26,TikTok,2025-04-25 07:44:23.992927
POST_1249,vinfast.official,2025-03-06,This is a sample caption for post 1249,image,7,2038,283,886,698,163,37,96,10480,['#mobility'],1,#mobility,,{},-0.28,Instagram,2025-04-25 07:44:23.992939
POST_1250,vinfast.official,2025-03-06,This is a sample caption for post 1250,carousel,5,1517,154,29183,19600,174,20,60,31744,"['#ev', '#car']",2,#ev #car,@vf9 @vinfast,{},-0.4,TikTok,2025-04-25 07:44:23.992953
POST_1251,vinfastglobal,2025-03-07,This is a sample caption for post 1251,image,1,182,303,39602,26823,145,48,39,43043,"['#ev', '#car', '#mobility']",3,#ev #car #mobility,,{},-0.63,TikTok,2025-04-25 07:44:23.992971
POST_1252,vinfastglobal,2025-03-07,This is a sample caption for post 1252,image,3,9394,446,4064,3589,145,241,82,13069,['#greenfuture'],1,#greenfuture,@vinfast @vf9,{},-0.8,TikTok,2025-04-25 07:44:23.992995
POST_1253,vinfast.official,2025-03-07,This is a sample caption for post 1253,video,3,3942,61,19186,14941,54,167,62,26569,"['#electricvehicle', '#greenfuture', '#ev']",3,#electricvehicle #greenfuture #ev,@evcommunity @vf9,{},0.62,TikTok,2025-04-25 07:44:23.993024
POST_1254,vinfastglobal,2025-03-07,This is a sample caption for post 1254,image,6,4133,412,15017,12321,169,228,35,20906,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,@vf9,{},-0.11,TikTok,2025-04-25 07:44:23.993147
POST_1255,vinfast.official,2025-03-07,This is a sample caption for post 1255,carousel,2,2979,340,40255,21612,76,76,68,43473,"['#mobility', '#vinfast', '#electricvehicle']",3,#mobility #vinfast #electricvehicle,,{},0.7,Instagram,2025-04-25 07:44:23.993165
POST_1256,vinfast.official,2025-03-08,This is a sample caption for post 1256,carousel,4,700,292,17579,13088,143,246,83,20014,"['#car', '#ev', '#greenfuture']",3,#car #ev #greenfuture,,{},-0.07,Instagram,2025-04-25 07:44:23.993181
POST_1257,vinfast.official,2025-03-08,This is a sample caption for post 1257,video,9,273,349,16155,14242,162,89,96,24578,"['#car', '#ev']",2,#car #ev,,{},0.13,Instagram,2025-04-25 07:44:23.993194
POST_1258,vinfast.official,2025-03-08,This is a sample caption for post 1258,video,1,3685,399,32458,19613,72,194,29,33159,"['#electricvehicle', '#greenfuture']",2,#electricvehicle #greenfuture,@vf9,{},0.84,Instagram,2025-04-25 07:44:23.993210
POST_1259,vinfastglobal,2025-03-08,This is a sample caption for post 1259,carousel,6,1791,370,34668,27218,75,139,74,43586,"['#car', '#mobility']",2,#car #mobility,@evcommunity,{},0.31,Instagram,2025-04-25 07:44:23.993237
POST_1260,vinfast.official,2025-03-08,This is a sample caption for post 1260,video,4,8560,217,23627,20502,93,254,61,33526,['#electricvehicle'],1,#electricvehicle,,{},-0.12,Instagram,2025-04-25 07:44:23.993249
POST_1261,vinfastglobal,2025-03-08,This is a sample caption for post 1261,carousel,5,3565,86,12749,7277,159,65,84,16522,"['#greenfuture', '#vinfast', '#car', '#mobility']",4,#greenfuture #vinfast #car #mobility,@vf9,{},-0.58,Instagram,2025-04-25 07:44:23.993263
POST_1262,vinfast.official,2025-03-08,This is a sample caption for post 1262,image,4,806,75,38084,29193,39,267,5,47460,"['#vinfast', '#ev']",2,#vinfast #ev,@vinfast,{},0.03,TikTok,2025-04-25 07:44:23.993277
POST_1263,vinfastglobal,2025-03-08,This is a sample caption for post 1263,carousel,5,1504,120,29938,23140,125,251,21,33532,"['#electricvehicle', '#ev', '#mobility', '#greenfuture']",4,#electricvehicle #ev #mobility #greenfuture,@evcommunity @vf9,{},-0.66,TikTok,2025-04-25 07:44:23.993291
POST_1264,vinfast.official,2025-03-08,This is a sample caption for post 1264,carousel,10,1227,127,25286,17029,32,13,25,33850,"['#ev', '#electricvehicle', '#vinfast', '#car']",4,#ev #electricvehicle #vinfast #car,@evcommunity,{},0.2,Instagram,2025-04-25 07:44:23.993306
POST_1265,vinfast.official,2025-03-09,This is a sample caption for post 1265,carousel,3,9987,286,578,522,178,225,66,7470,"['#vinfast', '#electricvehicle', '#car']",3,#vinfast #electricvehicle #car,,{},0.88,TikTok,2025-04-25 07:44:23.993320
POST_1266,vinfast.official,2025-03-09,This is a sample caption for post 1266,video,10,9539,60,28384,15902,127,124,10,33025,"['#greenfuture', '#ev', '#vinfast', '#mobility']",4,#greenfuture #ev #vinfast #mobility,@vinfast @evcommunity,{},0.04,TikTok,2025-04-25 07:44:23.993335
POST_1267,vinfastglobal,2025-03-09,This is a sample caption for post 1267,carousel,6,6798,195,7485,4263,171,134,33,16268,"['#electricvehicle', '#greenfuture', '#mobility', '#car']",4,#electricvehicle #greenfuture #mobility #car,@vinfast,{},-0.17,TikTok,2025-04-25 07:44:23.993350
POST_1268,vinfastglobal,2025-03-09,This is a sample caption for post 1268,video,9,9191,257,17131,16185,152,181,99,23653,"['#mobility', '#vinfast']",2,#mobility #vinfast,@vinfast @vf9,{},0.57,Instagram,2025-04-25 07:44:23.993364
POST_1269,vinfastglobal,2025-03-09,This is a sample caption for post 1269,image,9,6662,412,22679,19512,162,31,20,29054,['#vinfast'],1,#vinfast,,{},-0.06,TikTok,2025-04-25 07:44:23.993377
POST_1270,vinfastglobal,2025-03-10,This is a sample caption for post 1270,video,4,6175,50,40413,20893,103,210,78,48949,"['#mobility', '#electricvehicle', '#vinfast']",3,#mobility #electricvehicle #vinfast,,{},0.28,TikTok,2025-04-25 07:44:23.993391
POST_1271,vinfastglobal,2025-03-10,This is a sample caption for post 1271,image,9,4785,109,2702,2304,135,269,89,6497,"['#mobility', '#vinfast']",2,#mobility #vinfast,@vinfast,{},0.31,Instagram,2025-04-25 07:44:23.993404
POST_1272,vinfastglobal,2025-03-10,This is a sample caption for post 1272,video,7,5885,352,26396,18014,56,270,1,27520,['#electricvehicle'],1,#electricvehicle,@evcommunity,{},0.66,TikTok,2025-04-25 07:44:23.993418
POST_1273,vinfast.official,2025-03-10,This is a sample caption for post 1273,video,4,3287,242,26973,20464,71,94,52,35267,['#electricvehicle'],1,#electricvehicle,,{},0.01,TikTok,2025-04-25 07:44:23.993431
POST_1274,vinfastglobal,2025-03-10,This is a sample caption for post 1274,carousel,5,8913,426,38176,23385,118,198,72,46099,"['#greenfuture', '#car']",2,#greenfuture #car,@vf9 @vinfast,{},-0.04,TikTok,2025-04-25 07:44:23.993445
POST_1275,vinfast.official,2025-03-11,This is a sample caption for post 1275,carousel,4,3867,419,21191,14528,95,269,68,21350,"['#ev', '#greenfuture', '#vinfast']",3,#ev #greenfuture #vinfast,@evcommunity,{},0.5,TikTok,2025-04-25 07:44:23.993460
POST_1276,vinfastglobal,2025-03-11,This is a sample caption for post 1276,carousel,3,7907,170,23669,14162,151,142,23,26784,"['#mobility', '#ev', '#electricvehicle', '#greenfuture']",4,#mobility #ev #electricvehicle #greenfuture,,{},0.75,Instagram,2025-04-25 07:44:23.993474
POST_1277,vinfastglobal,2025-03-11,This is a sample caption for post 1277,image,4,5933,89,7491,4149,25,257,78,7599,['#car'],1,#car,@evcommunity,{},-0.37,TikTok,2025-04-25 07:44:23.993488
POST_1278,vinfast.official,2025-03-11,This is a sample caption for post 1278,image,9,4691,213,15055,12609,37,32,67,21988,"['#electricvehicle', '#vinfast', '#greenfuture', '#ev']",4,#electricvehicle #vinfast #greenfuture #ev,@vinfast @vf9,{},0.95,TikTok,2025-04-25 07:44:23.993502
POST_1279,vinfast.official,2025-03-11,This is a sample caption for post 1279,carousel,1,293,355,14311,9598,30,171,46,18565,"['#electricvehicle', '#greenfuture']",2,#electricvehicle #greenfuture,,{},-0.46,TikTok,2025-04-25 07:44:23.993515
POST_1280,vinfastglobal,2025-03-12,This is a sample caption for post 1280,video,7,3549,224,46421,38923,98,210,35,53805,"['#electricvehicle', '#ev']",2,#electricvehicle #ev,@evcommunity @vinfast,{},0.63,TikTok,2025-04-25 07:44:23.993529
POST_1281,vinfastglobal,2025-03-12,This is a sample caption for post 1281,carousel,7,6340,110,10058,8650,194,81,60,10217,"['#car', '#mobility']",2,#car #mobility,,{},0.99,TikTok,2025-04-25 07:44:23.993542
POST_1282,vinfast.official,2025-03-12,This is a sample caption for post 1282,video,5,9310,449,37713,19666,30,88,7,41243,"['#car', '#vinfast', '#mobility']",3,#car #vinfast #mobility,@vf9 @evcommunity,{},-0.28,TikTok,2025-04-25 07:44:23.993576
POST_1283,vinfast.official,2025-03-12,This is a sample caption for post 1283,image,7,2086,189,45037,42037,55,300,73,53858,"['#greenfuture', '#mobility']",2,#greenfuture #mobility,@evcommunity,{},0.02,TikTok,2025-04-25 07:44:23.993591
POST_1284,vinfastglobal,2025-03-12,This is a sample caption for post 1284,video,10,4794,247,41899,38985,47,177,53,51264,"['#vinfast', '#mobility', '#ev', '#car']",4,#vinfast #mobility #ev #car,,{},-0.37,TikTok,2025-04-25 07:44:23.993605
POST_1285,vinfast.official,2025-03-12,This is a sample caption for post 1285,carousel,7,4544,464,29656,25250,97,271,57,36438,"['#ev', '#vinfast']",2,#ev #vinfast,,{},0.46,TikTok,2025-04-25 07:44:23.993617
POST_1286,vinfastglobal,2025-03-12,This is a sample caption for post 1286,image,3,6605,62,6762,3575,126,285,6,7193,"['#electricvehicle', '#vinfast', '#mobility', '#ev']",4,#electricvehicle #vinfast #mobility #ev,@vinfast @evcommunity,{},0.31,TikTok,2025-04-25 07:44:23.993631
POST_1287,vinfastglobal,2025-03-13,This is a sample caption for post 1287,image,5,7360,330,8784,4910,48,19,4,14630,"['#car', '#mobility', '#greenfuture']",3,#car #mobility #greenfuture,@vf9 @vinfast,{},0.94,Instagram,2025-04-25 07:44:23.993656
POST_1288,vinfast.official,2025-03-13,This is a sample caption for post 1288,carousel,10,7226,278,42429,33425,84,182,61,51270,"['#vinfast', '#car']",2,#vinfast #car,@vf9,{},-0.18,Instagram,2025-04-25 07:44:23.993672
POST_1289,vinfast.official,2025-03-13,This is a sample caption for post 1289,image,1,8674,427,9432,6175,125,278,1,17491,"['#greenfuture', '#vinfast', '#car', '#ev']",4,#greenfuture #vinfast #car #ev,@vinfast @evcommunity,{},0.1,Instagram,2025-04-25 07:44:23.993686
POST_1290,vinfast.official,2025-03-13,This is a sample caption for post 1290,carousel,7,6567,137,11200,9203,170,204,48,14814,"['#vinfast', '#car', '#ev']",3,#vinfast #car #ev,@evcommunity @vf9,{},-0.43,TikTok,2025-04-25 07:44:23.993701
POST_1291,vinfast.official,2025-03-13,This is a sample caption for post 1291,image,2,3088,79,19478,10706,121,236,34,27538,"['#greenfuture', '#vinfast']",2,#greenfuture #vinfast,,{},-0.9,Instagram,2025-04-25 07:44:23.993713
POST_1292,vinfastglobal,2025-03-13,This is a sample caption for post 1292,image,5,4510,74,47371,33031,7,124,11,49839,['#car'],1,#car,,{},-0.32,TikTok,2025-04-25 07:44:23.993726
POST_1293,vinfast.official,2025-03-13,This is a sample caption for post 1293,video,8,619,179,5757,5063,42,33,34,12186,['#electricvehicle'],1,#electricvehicle,@vinfast,{},-0.62,TikTok,2025-04-25 07:44:23.993740
POST_1294,vinfastglobal,2025-03-14,This is a sample caption for post 1294,image,4,6404,404,29529,18048,13,106,58,31068,"['#car', '#mobility']",2,#car #mobility,@vf9 @evcommunity,{},-0.68,Instagram,2025-04-25 07:44:23.993755
POST_1295,vinfastglobal,2025-03-14,This is a sample caption for post 1295,video,8,4995,111,24120,21693,175,116,14,27986,"['#greenfuture', '#vinfast', '#ev', '#car']",4,#greenfuture #vinfast #ev #car,@vinfast @vf9,{},0.58,Instagram,2025-04-25 07:44:23.993770
POST_1296,vinfastglobal,2025-03-14,This is a sample caption for post 1296,carousel,8,9868,89,24839,21035,68,85,63,26336,"['#mobility', '#vinfast', '#electricvehicle']",3,#mobility #vinfast #electricvehicle,@evcommunity,{},-0.69,Instagram,2025-04-25 07:44:23.993783
POST_1297,vinfastglobal,2025-03-14,This is a sample caption for post 1297,video,4,5289,295,42747,35929,117,103,2,48936,"['#mobility', '#ev', '#greenfuture']",3,#mobility #ev #greenfuture,,{},-0.03,TikTok,2025-04-25 07:44:23.993797
POST_1298,vinfast.official,2025-03-14,This is a sample caption for post 1298,carousel,8,3209,300,12730,9479,87,244,35,22538,"['#vinfast', '#electricvehicle']",2,#vinfast #electricvehicle,,{},-0.1,TikTok,2025-04-25 07:44:23.993810
POST_1299,vinfast.official,2025-03-14,This is a sample caption for post 1299,video,1,8389,204,48580,28345,9,191,99,52492,"['#mobility', '#vinfast', '#car']",3,#mobility #vinfast #car,,{},0.05,TikTok,2025-04-25 07:44:23.993823
POST_1300,vinfastglobal,2025-03-14,This is a sample caption for post 1300,carousel,5,5385,219,42502,27409,29,272,84,43594,['#ev'],1,#ev,,{},0.75,Instagram,2025-04-25 07:44:23.993836
POST_1301,vinfastglobal,2025-03-14,This is a sample caption for post 1301,video,4,1717,26,37921,29911,104,255,67,47592,"['#vinfast', '#greenfuture', '#ev']",3,#vinfast #greenfuture #ev,@evcommunity @vinfast,{},-0.97,Instagram,2025-04-25 07:44:23.993850
POST_1302,vinfast.official,2025-03-15,This is a sample caption for post 1302,image,8,1094,194,37070,30937,111,193,90,38025,"['#electricvehicle', '#vinfast', '#mobility']",3,#electricvehicle #vinfast #mobility,@vinfast,{},0.89,Instagram,2025-04-25 07:44:23.993864
POST_1303,vinfastglobal,2025-03-15,This is a sample caption for post 1303,carousel,4,8810,207,12916,7580,173,132,72,15847,"['#mobility', '#vinfast', '#greenfuture', '#car']",4,#mobility #vinfast #greenfuture #car,@evcommunity,{},0.33,Instagram,2025-04-25 07:44:23.993878
POST_1304,vinfastglobal,2025-03-15,This is a sample caption for post 1304,image,9,6679,268,22619,18002,141,231,45,27782,"['#greenfuture', '#car', '#electricvehicle']",3,#greenfuture #car #electricvehicle,@vf9 @vinfast,{},0.13,Instagram,2025-04-25 07:44:23.993893
POST_1305,vinfast.official,2025-03-15,This is a sample caption for post 1305,carousel,5,5998,241,29827,27796,5,22,36,39587,['#electricvehicle'],1,#electricvehicle,,{},0.99,TikTok,2025-04-25 07:44:23.993906
POST_1306,vinfastglobal,2025-03-15,This is a sample caption for post 1306,video,4,3619,448,21137,10774,181,146,70,29513,"['#vinfast', '#mobility']",2,#vinfast #mobility,@vf9,{},-0.69,TikTok,2025-04-25 07:44:23.993919
POST_1307,vinfast.official,2025-03-15,This is a sample caption for post 1307,carousel,4,3917,141,20180,10924,107,296,27,21444,"['#car', '#ev', '#mobility']",3,#car #ev #mobility,@evcommunity @vinfast,{},0.19,TikTok,2025-04-25 07:44:23.993933
POST_1308,vinfastglobal,2025-03-15,This is a sample caption for post 1308,carousel,10,6351,50,4164,3809,90,183,55,10988,['#ev'],1,#ev,@evcommunity @vinfast,{},0.27,TikTok,2025-04-25 07:44:23.993946
POST_1309,vinfastglobal,2025-03-15,This is a sample caption for post 1309,video,9,774,173,35884,27064,88,262,89,39501,"['#vinfast', '#car']",2,#vinfast #car,@evcommunity,{},0.15,Instagram,2025-04-25 07:44:23.993961
POST_1310,vinfastglobal,2025-03-15,This is a sample caption for post 1310,video,5,6560,85,9163,5967,126,297,95,9970,"['#greenfuture', '#vinfast', '#car', '#mobility']",4,#greenfuture #vinfast #car #mobility,@evcommunity,{},-0.74,Instagram,2025-04-25 07:44:23.993975
POST_1311,vinfast.official,2025-03-15,This is a sample caption for post 1311,carousel,4,8093,212,43245,32740,148,273,31,47215,['#greenfuture'],1,#greenfuture,@vf9,{},0.37,Instagram,2025-04-25 07:44:23.993988
POST_1312,vinfast.official,2025-03-16,This is a sample caption for post 1312,video,6,5806,107,21519,14095,172,17,98,26513,"['#greenfuture', '#electricvehicle']",2,#greenfuture #electricvehicle,@evcommunity,{},-0.71,Instagram,2025-04-25 07:44:23.994003
POST_1313,vinfastglobal,2025-03-16,This is a sample caption for post 1313,image,6,2655,397,48242,42633,33,32,31,50661,"['#vinfast', '#greenfuture', '#mobility']",3,#vinfast #greenfuture #mobility,@vf9,{},-0.06,TikTok,2025-04-25 07:44:23.994028
POST_1314,vinfastglobal,2025-03-16,This is a sample caption for post 1314,carousel,9,3571,114,36310,26704,71,285,61,38625,['#car'],1,#car,@evcommunity @vinfast,{},-0.49,Instagram,2025-04-25 07:44:23.994041
POST_1315,vinfast.official,2025-03-16,This is a sample caption for post 1315,image,10,4544,37,30971,24610,7,39,49,35416,"['#vinfast', '#mobility', '#greenfuture']",3,#vinfast #mobility #greenfuture,@vf9 @vinfast,{},0.96,Instagram,2025-04-25 07:44:23.994065
POST_1316,vinfast.official,2025-03-16,This is a sample caption for post 1316,video,10,8809,55,12717,7496,122,292,91,13069,['#ev'],1,#ev,@vf9 @evcommunity,{},-0.02,Instagram,2025-04-25 07:44:23.994088
POST_1317,vinfast.official,2025-03-17,This is a sample caption for post 1317,carousel,6,5922,330,20313,12315,133,146,7,24534,"['#vinfast', '#electricvehicle', '#greenfuture', '#mobility']",4,#vinfast #electricvehicle #greenfuture #mobility,,{},-0.32,TikTok,2025-04-25 07:44:23.994103
POST_1318,vinfastglobal,2025-03-17,This is a sample caption for post 1318,image,7,8631,357,40637,36277,180,121,53,44575,"['#car', '#greenfuture']",2,#car #greenfuture,@vf9 @evcommunity,{},0.08,Instagram,2025-04-25 07:44:23.994117
POST_1319,vinfastglobal,2025-03-17,This is a sample caption for post 1319,carousel,9,3414,451,9551,6103,185,273,17,16597,"['#mobility', '#electricvehicle']",2,#mobility #electricvehicle,,{},-0.37,Instagram,2025-04-25 07:44:23.994130
POST_1320,vinfastglobal,2025-03-17,This is a sample caption for post 1320,video,3,583,401,21385,19162,110,215,38,28643,"['#ev', '#mobility', '#vinfast']",3,#ev #mobility #vinfast,,{},-0.63,TikTok,2025-04-25 07:44:23.994143
POST_1321,vinfastglobal,2025-03-17,This is a sample caption for post 1321,carousel,4,3883,361,2209,1461,181,249,17,10439,"['#mobility', '#greenfuture', '#ev', '#car']",4,#mobility #greenfuture #ev #car,@vf9,{},-0.72,Instagram,2025-04-25 07:44:23.994160
POST_1322,vinfastglobal,2025-03-18,This is a sample caption for post 1322,video,1,4521,496,27569,16545,176,108,96,30920,['#ev'],1,#ev,@evcommunity,{},-0.02,TikTok,2025-04-25 07:44:23.994174
POST_1323,vinfast.official,2025-03-18,This is a sample caption for post 1323,image,7,6733,407,3241,2507,102,165,50,12611,['#electricvehicle'],1,#electricvehicle,,{},-0.1,Instagram,2025-04-25 07:44:23.994187
POST_1324,vinfastglobal,2025-03-18,This is a sample caption for post 1324,carousel,9,6581,386,3072,2306,137,30,24,7842,"['#car', '#greenfuture', '#electricvehicle', '#ev']",4,#car #greenfuture #electricvehicle #ev,,{},-0.16,Instagram,2025-04-25 07:44:23.994201
POST_1325,vinfastglobal,2025-03-18,This is a sample caption for post 1325,video,8,1581,379,33311,18351,154,284,17,39751,"['#greenfuture', '#car', '#vinfast', '#electricvehicle']",4,#greenfuture #car #vinfast #electricvehicle,@evcommunity,{},0.79,Instagram,2025-04-25 07:44:23.994215
POST_1326,vinfast.official,2025-03-18,This is a sample caption for post 1326,image,5,5409,364,43005,39058,46,68,11,44875,"['#mobility', '#greenfuture', '#vinfast', '#electricvehicle']",4,#mobility #greenfuture #vinfast #electricvehicle,@vf9 @vinfast,{},-0.24,TikTok,2025-04-25 07:44:23.994229
POST_1327,vinfastglobal,2025-03-18,This is a sample caption for post 1327,image,6,9365,456,43722,38833,46,79,22,44562,"['#greenfuture', '#mobility', '#car', '#ev']",4,#greenfuture #mobility #car #ev,@vinfast @evcommunity,{},0.8,Instagram,2025-04-25 07:44:23.994244
POST_1328,vinfast.official,2025-03-19,This is a sample caption for post 1328,image,8,8253,447,33179,24704,6,257,30,36732,"['#car', '#mobility', '#electricvehicle', '#vinfast']",4,#car #mobility #electricvehicle #vinfast,@evcommunity @vinfast,{},-0.51,TikTok,2025-04-25 07:44:23.994259
POST_1329,vinfastglobal,2025-03-19,This is a sample caption for post 1329,image,3,2529,38,43313,28459,42,21,85,52784,"['#greenfuture', '#vinfast', '#electricvehicle']",3,#greenfuture #vinfast #electricvehicle,,{},-0.17,Instagram,2025-04-25 07:44:23.994272
